Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,Sensation_seeking,Caffeine,Cannabis,Meth
25-34,0,University degree,23.0,51.0,40.0,39.0,46.0,0.88113,0.40148,6,4,0
35-44,1,Masters degree,31.0,46.0,47.0,43.0,48.0,0.88113,-0.21575,4,0,0
25-34,1,Masters degree,47.0,32.0,40.0,43.0,43.0,-0.21712,-2.07848,6,2,0
18-24,1,Left school at 18,30.0,35.0,56.0,54.0,33.0,-0.21712,-0.52593,5,5,0
25-34,1,College or university dropout,27.0,40.0,51.0,44.0,37.0,0.88113,0.07987000000000001,6,6,6
18-24,0,College or university dropout,36.0,37.0,46.0,37.0,37.0,-1.37983,-0.21575,6,5,0
18-24,0,Masters degree,24.0,48.0,48.0,46.0,46.0,-0.21712,0.40148,5,5,0
18-24,1,College or university dropout,30.0,43.0,45.0,45.0,28.0,0.19268,0.7654,6,5,0
18-24,0,University degree,39.0,39.0,42.0,41.0,50.0,-0.71126,-0.52593,6,6,0
18-24,0,Masters degree,28.0,39.0,45.0,40.0,39.0,-0.21712,1.2247,5,6,0
18-24,0,Left school at 18,26.0,42.0,57.0,37.0,28.0,0.19268,0.7654,5,4,0
25-34,1,College or university dropout,25.0,32.0,51.0,35.0,26.0,-1.37983,0.07987000000000001,6,5,0
25-34,0,Doctorate degree,34.0,38.0,43.0,56.0,52.0,-1.37983,0.07987000000000001,6,2,0
25-34,0,College or university dropout,54.0,38.0,49.0,35.0,34.0,0.19268,0.7654,3,6,3
18-24,1,University degree,47.0,47.0,53.0,42.0,38.0,1.86203,1.92173,5,4,0
18-24,1,College or university dropout,27.0,51.0,55.0,51.0,40.0,0.19268,0.40148,6,5,0
45-54,1,College or university dropout,57.0,29.0,33.0,44.0,29.0,0.88113,-0.52593,6,1,3
18-24,0,College or university dropout,38.0,39.0,44.0,56.0,51.0,-1.37983,-1.18084,6,3,0
45-54,1,Doctorate degree,40.0,37.0,50.0,45.0,32.0,1.29221,0.07987000000000001,6,3,3
18-24,1,Left school at 18,27.0,31.0,41.0,36.0,46.0,-0.71126,-0.52593,6,6,3
18-24,1,College or university dropout,12.0,43.0,46.0,51.0,54.0,-0.21712,0.7654,6,6,3
45-54,1,Left school at 16,41.0,36.0,49.0,26.0,40.0,0.88113,-0.21575,6,6,0
18-24,1,College or university dropout,45.0,40.0,54.0,42.0,31.0,1.29221,0.40148,6,6,0
18-24,1,College or university dropout,51.0,31.0,45.0,37.0,37.0,-0.71126,-0.21575,6,6,3
25-34,0,University degree,21.0,55.0,60.0,50.0,40.0,0.52975,1.92173,6,6,5
18-24,1,College or university dropout,46.0,37.0,46.0,31.0,34.0,0.88113,0.7654,4,6,0
25-34,1,University degree,26.0,48.0,49.0,46.0,47.0,0.19268,-0.21575,6,2,0
25-34,1,College or university dropout,32.0,21.0,37.0,38.0,40.0,0.19268,0.7654,6,2,6
18-24,1,Left school at 16,35.0,26.0,56.0,43.0,39.0,-0.71126,-0.52593,6,3,4
25-34,1,Professional certificate/ diploma,43.0,33.0,38.0,43.0,32.0,0.52975,-0.52593,6,3,0
25-34,1,Left school at 18,26.0,40.0,29.0,46.0,42.0,1.29221,0.07987000000000001,4,6,0
25-34,1,Professional certificate/ diploma,49.0,30.0,43.0,42.0,24.0,-0.21712,-0.21575,6,5,2
55-64,1,Left school at 17,41.0,37.0,42.0,32.0,46.0,-0.21712,0.07987000000000001,6,3,0
18-24,1,College or university dropout,49.0,33.0,51.0,45.0,36.0,0.52975,1.2247,6,6,3
18-24,1,College or university dropout,46.0,25.0,41.0,50.0,32.0,0.88113,0.40148,6,6,6
18-24,1,College or university dropout,22.0,31.0,52.0,53.0,28.0,-0.21712,0.40148,3,5,3
18-24,1,College or university dropout,40.0,41.0,45.0,43.0,27.0,1.29221,0.7654,4,5,0
25-34,0,Professional certificate/ diploma,56.0,45.0,51.0,29.0,28.0,1.86203,1.92173,6,3,4
25-34,1,Masters degree,42.0,35.0,47.0,35.0,40.0,-0.21712,-0.21575,6,6,3
35-44,1,Professional certificate/ diploma,24.0,41.0,56.0,50.0,44.0,1.29221,0.7654,3,5,0
18-24,1,Masters degree,40.0,48.0,38.0,37.0,38.0,1.86203,0.40148,6,3,6
18-24,1,Left school at 18,49.0,44.0,44.0,34.0,29.0,1.29221,1.2247,6,6,4
25-34,0,Doctorate degree,35.0,42.0,40.0,43.0,45.0,-1.37983,-0.8463700000000001,6,0,0
25-34,0,University degree,39.0,26.0,46.0,47.0,32.0,-0.21712,-0.8463700000000001,6,0,0
25-34,1,College or university dropout,41.0,31.0,49.0,16.0,38.0,1.86203,1.2247,6,6,2
18-24,0,College or university dropout,27.0,43.0,47.0,52.0,40.0,-0.21712,1.2247,5,5,5
25-34,0,University degree,51.0,28.0,51.0,36.0,30.0,0.52975,1.2247,6,6,0
35-44,1,Professional certificate/ diploma,40.0,31.0,47.0,42.0,46.0,0.52975,0.07987000000000001,6,4,6
18-24,0,College or university dropout,54.0,26.0,54.0,52.0,33.0,-0.21712,1.2247,6,4,0
45-54,1,University degree,38.0,32.0,41.0,41.0,37.0,0.19268,-0.8463700000000001,6,1,0
18-24,1,College or university dropout,51.0,34.0,41.0,35.0,25.0,-0.21712,0.07987000000000001,6,4,0
25-34,1,Masters degree,38.0,35.0,48.0,43.0,34.0,-0.71126,-1.18084,6,6,4
25-34,1,University degree,14.0,37.0,38.0,33.0,48.0,-0.21712,0.07987000000000001,6,2,0
35-44,1,Professional certificate/ diploma,53.0,33.0,47.0,33.0,32.0,0.88113,-0.52593,6,3,3
18-24,1,College or university dropout,37.0,41.0,47.0,39.0,37.0,0.52975,1.92173,6,6,3
45-54,0,Left school at 18,30.0,44.0,44.0,46.0,48.0,-0.71126,-0.52593,5,6,0
25-34,1,College or university dropout,48.0,37.0,50.0,50.0,45.0,0.19268,0.40148,6,4,0
35-44,0,University degree,52.0,27.0,42.0,41.0,32.0,0.88113,-0.8463700000000001,6,6,0
55-64,0,Masters degree,39.0,35.0,41.0,35.0,40.0,0.52975,1.92173,6,0,0
18-24,1,Left school at 18,41.0,34.0,45.0,42.0,27.0,0.52975,1.2247,4,4,3
18-24,0,Masters degree,40.0,41.0,48.0,48.0,38.0,0.19268,0.7654,6,6,0
18-24,1,Doctorate degree,27.0,51.0,56.0,53.0,38.0,-0.21712,1.2247,6,5,0
18-24,0,College or university dropout,38.0,39.0,44.0,39.0,45.0,-0.21712,-0.52593,3,2,0
18-24,1,College or university dropout,42.0,52.0,57.0,46.0,39.0,1.29221,0.7654,5,6,0
45-54,1,Professional certificate/ diploma,31.0,40.0,44.0,35.0,48.0,-0.71126,0.40148,6,6,0
25-34,0,University degree,42.0,39.0,47.0,43.0,33.0,0.19268,1.2247,4,3,0
18-24,1,Left school at 17,44.0,32.0,36.0,37.0,43.0,0.52975,0.7654,6,5,0
18-24,1,College or university dropout,36.0,39.0,56.0,44.0,44.0,0.52975,1.92173,4,5,3
25-34,0,Doctorate degree,34.0,33.0,48.0,49.0,54.0,-0.71126,-0.52593,6,0,0
25-34,1,Left school at 17,32.0,42.0,46.0,44.0,45.0,0.19268,0.07987000000000001,6,2,0
25-34,1,College or university dropout,44.0,32.0,49.0,39.0,49.0,0.88113,-0.21575,4,5,5
35-44,1,University degree,32.0,36.0,52.0,48.0,28.0,1.86203,1.92173,6,3,0
25-34,1,University degree,41.0,33.0,53.0,41.0,46.0,-0.21712,0.07987000000000001,6,6,0
18-24,1,Left school at 18,44.0,38.0,55.0,38.0,34.0,0.88113,0.7654,6,6,3
45-54,1,Professional certificate/ diploma,40.0,39.0,45.0,30.0,34.0,0.52975,0.40148,6,2,3
35-44,0,University degree,25.0,48.0,55.0,51.0,44.0,-0.71126,-0.21575,6,3,0
35-44,1,College or university dropout,37.0,36.0,46.0,38.0,43.0,-0.71126,0.40148,6,6,6
18-24,1,College or university dropout,33.0,41.0,39.0,47.0,48.0,0.88113,0.40148,6,6,3
18-24,0,College or university dropout,40.0,41.0,55.0,47.0,46.0,-1.37983,0.07987000000000001,6,6,0
18-24,1,College or university dropout,36.0,34.0,52.0,41.0,49.0,-0.21712,0.7654,6,6,3
25-34,1,Masters degree,39.0,34.0,46.0,37.0,49.0,1.86203,1.92173,6,4,0
18-24,1,College or university dropout,23.0,40.0,40.0,48.0,40.0,-0.21712,0.7654,6,4,2
18-24,1,College or university dropout,44.0,39.0,46.0,34.0,35.0,-1.37983,0.07987000000000001,2,3,5
25-34,0,College or university dropout,31.0,42.0,47.0,53.0,43.0,1.29221,0.40148,6,2,0
25-34,0,Masters degree,55.0,43.0,57.0,24.0,32.0,1.86203,1.92173,6,4,4
18-24,1,College or university dropout,28.0,38.0,42.0,48.0,40.0,-0.21712,-1.18084,6,6,6
18-24,1,College or university dropout,34.0,28.0,48.0,39.0,40.0,-0.71126,0.40148,3,6,0
25-34,1,College or university dropout,52.0,37.0,42.0,40.0,34.0,0.19268,0.40148,6,4,2
25-34,0,Professional certificate/ diploma,40.0,37.0,42.0,56.0,36.0,0.52975,0.07987000000000001,6,4,3
18-24,1,University degree,31.0,47.0,52.0,41.0,53.0,-0.71126,-0.21575,6,6,0
45-54,1,Left school at 16,34.0,31.0,45.0,49.0,44.0,-0.21712,0.7654,6,5,6
18-24,1,College or university dropout,44.0,38.0,50.0,37.0,35.0,0.88113,0.7654,6,5,4
18-24,1,College or university dropout,26.0,44.0,48.0,47.0,36.0,1.86203,0.40148,5,4,0
25-34,0,University degree,48.0,38.0,52.0,46.0,42.0,0.19268,0.07987000000000001,6,3,0
55-64,0,Doctorate degree,32.0,43.0,49.0,40.0,42.0,-0.21712,0.07987000000000001,6,6,0
18-24,1,College or university dropout,25.0,49.0,49.0,39.0,42.0,1.29221,0.40148,6,6,0
18-24,1,Masters degree,18.0,42.0,51.0,54.0,48.0,-0.71126,-0.52593,6,5,0
18-24,0,College or university dropout,42.0,44.0,49.0,44.0,22.0,1.86203,1.2247,6,0,2
18-24,1,Left school at 18,51.0,29.0,49.0,46.0,33.0,1.86203,1.2247,4,6,0
18-24,1,College or university dropout,14.0,47.0,53.0,53.0,38.0,0.19268,0.40148,4,5,0
35-44,1,University degree,39.0,41.0,51.0,36.0,45.0,0.52975,1.2247,6,0,0
18-24,1,College or university dropout,45.0,37.0,46.0,40.0,29.0,0.88113,0.40148,6,2,0
18-24,1,College or university dropout,41.0,38.0,42.0,38.0,38.0,-0.21712,0.7654,6,6,0
25-34,1,University degree,27.0,38.0,45.0,30.0,40.0,0.52975,-1.5485799999999998,3,0,6
25-34,1,Left school at 16,32.0,21.0,41.0,43.0,44.0,-1.37983,-0.8463700000000001,6,6,5
18-24,1,College or university dropout,55.0,19.0,37.0,45.0,27.0,0.52975,1.2247,6,4,0
25-34,0,University degree,37.0,28.0,49.0,49.0,29.0,-0.21712,-0.8463700000000001,6,0,0
18-24,1,College or university dropout,39.0,46.0,57.0,38.0,37.0,1.29221,1.92173,5,6,4
18-24,1,College or university dropout,29.0,45.0,48.0,36.0,36.0,-0.21712,0.7654,6,6,2
18-24,1,Left school at 18,40.0,43.0,44.0,34.0,40.0,0.52975,1.2247,6,6,5
25-34,1,College or university dropout,44.0,30.0,49.0,36.0,33.0,0.19268,0.7654,6,6,5
18-24,0,Left school at 18,26.0,36.0,46.0,29.0,31.0,1.29221,0.40148,5,4,0
45-54,1,University degree,31.0,50.0,55.0,52.0,50.0,-0.21712,-0.21575,6,0,0
18-24,1,Professional certificate/ diploma,37.0,40.0,51.0,28.0,51.0,0.88113,1.92173,6,6,0
18-24,1,College or university dropout,22.0,33.0,50.0,36.0,39.0,0.52975,0.40148,3,3,0
45-54,1,University degree,26.0,44.0,43.0,36.0,47.0,0.88113,0.7654,6,3,0
18-24,1,College or university dropout,23.0,47.0,50.0,39.0,36.0,0.88113,0.40148,6,6,0
18-24,1,College or university dropout,33.0,32.0,48.0,40.0,34.0,-1.37983,0.7654,3,3,0
18-24,0,College or university dropout,45.0,41.0,50.0,42.0,26.0,-1.37983,0.40148,5,3,0
18-24,1,College or university dropout,33.0,41.0,50.0,40.0,42.0,0.19268,0.7654,6,6,0
35-44,0,Professional certificate/ diploma,43.0,43.0,36.0,37.0,43.0,1.29221,0.7654,6,1,0
25-34,1,Professional certificate/ diploma,48.0,36.0,52.0,43.0,35.0,0.88113,0.7654,6,6,5
18-24,1,Professional certificate/ diploma,34.0,49.0,55.0,44.0,31.0,0.52975,0.7654,6,6,0
18-24,1,College or university dropout,40.0,44.0,44.0,37.0,42.0,0.19268,0.7654,5,5,0
25-34,0,Masters degree,39.0,48.0,45.0,38.0,34.0,0.19268,-0.52593,5,5,4
18-24,0,College or university dropout,24.0,41.0,51.0,35.0,30.0,-0.71126,0.7654,6,3,0
18-24,0,Professional certificate/ diploma,46.0,46.0,48.0,32.0,35.0,0.88113,0.40148,4,5,6
18-24,0,Left school at 18,46.0,38.0,47.0,33.0,37.0,0.88113,1.2247,5,6,0
18-24,1,College or university dropout,33.0,44.0,48.0,40.0,42.0,1.29221,1.2247,6,6,5
25-34,1,Doctorate degree,31.0,22.0,30.0,42.0,41.0,-0.21712,-1.18084,5,0,0
18-24,0,College or university dropout,45.0,38.0,46.0,43.0,39.0,-0.21712,-0.21575,5,3,4
18-24,1,University degree,42.0,49.0,50.0,44.0,48.0,0.19268,1.92173,6,5,0
25-34,0,University degree,41.0,44.0,54.0,42.0,31.0,0.52975,-0.21575,6,6,2
35-44,1,Left school at 16,47.0,36.0,47.0,47.0,30.0,-1.37983,-0.21575,3,3,0
18-24,1,College or university dropout,26.0,52.0,54.0,44.0,46.0,0.52975,0.40148,3,5,0
18-24,0,Left school at 18,37.0,41.0,53.0,40.0,41.0,0.19268,0.07987000000000001,4,6,2
18-24,0,University degree,46.0,31.0,53.0,29.0,38.0,1.29221,1.2247,5,6,0
18-24,0,College or university dropout,51.0,37.0,49.0,47.0,45.0,0.19268,0.07987000000000001,6,0,0
18-24,1,University degree,43.0,37.0,50.0,47.0,41.0,0.19268,0.40148,6,4,5
18-24,1,College or university dropout,36.0,32.0,46.0,45.0,46.0,-1.37983,-1.5485799999999998,2,6,3
55-64,1,Masters degree,37.0,44.0,50.0,41.0,46.0,-0.21712,-0.8463700000000001,6,1,0
45-54,0,Masters degree,21.0,45.0,54.0,47.0,42.0,-0.21712,-1.5485799999999998,6,1,0
18-24,1,University degree,36.0,45.0,52.0,40.0,50.0,0.19268,-0.52593,6,6,4
25-34,1,Left school at 18,39.0,42.0,52.0,50.0,36.0,0.52975,0.07987000000000001,6,6,0
18-24,0,University degree,35.0,41.0,49.0,34.0,45.0,0.52975,0.7654,5,0,0
45-54,0,College or university dropout,40.0,40.0,48.0,47.0,42.0,0.52975,-0.52593,6,1,0
35-44,0,University degree,46.0,30.0,43.0,42.0,35.0,-0.21712,-0.52593,5,0,0
25-34,0,University degree,24.0,45.0,37.0,36.0,41.0,-0.21712,0.40148,6,1,0
45-54,0,University degree,27.0,26.0,36.0,52.0,48.0,-1.37983,-0.52593,6,1,0
25-34,0,University degree,41.0,40.0,39.0,44.0,31.0,-0.71126,-0.52593,6,2,0
45-54,0,University degree,24.0,51.0,46.0,44.0,54.0,-1.37983,-0.8463700000000001,5,1,0
45-54,0,Professional certificate/ diploma,24.0,38.0,30.0,53.0,32.0,-1.37983,-1.5485799999999998,6,1,0
55-64,1,University degree,37.0,36.0,40.0,40.0,32.0,0.52975,0.07987000000000001,6,1,0
45-54,0,Professional certificate/ diploma,30.0,38.0,44.0,51.0,46.0,-1.37983,-0.21575,6,0,0
45-54,0,Masters degree,31.0,39.0,55.0,43.0,48.0,1.86203,0.7654,6,1,0
35-44,0,Masters degree,27.0,39.0,49.0,40.0,49.0,-0.71126,-0.52593,6,0,0
45-54,0,Doctorate degree,43.0,39.0,54.0,40.0,47.0,0.52975,0.7654,6,2,0
35-44,0,Left school at 17,39.0,28.0,32.0,36.0,31.0,-1.37983,-2.07848,6,0,0
35-44,0,University degree,32.0,31.0,32.0,45.0,40.0,-1.37983,-1.18084,6,1,0
25-34,0,University degree,36.0,34.0,44.0,40.0,37.0,-0.21712,-0.21575,3,0,0
45-54,0,University degree,49.0,35.0,48.0,52.0,43.0,-1.37983,-0.52593,6,0,0
35-44,0,University degree,26.0,36.0,46.0,34.0,46.0,0.88113,0.40148,6,0,0
25-34,0,Masters degree,50.0,31.0,41.0,37.0,42.0,-0.71126,-0.52593,6,0,0
25-34,0,Doctorate degree,27.0,45.0,42.0,39.0,42.0,-1.37983,-0.8463700000000001,6,0,0
45-54,0,Masters degree,32.0,34.0,43.0,35.0,41.0,1.86203,0.40148,6,0,0
45-54,0,University degree,29.0,42.0,44.0,45.0,36.0,0.19268,0.40148,6,6,0
25-34,0,College or university dropout,50.0,36.0,53.0,50.0,36.0,1.86203,0.07987000000000001,6,0,0
25-34,0,Professional certificate/ diploma,39.0,46.0,39.0,44.0,46.0,0.52975,0.7654,6,3,0
45-54,0,University degree,36.0,39.0,41.0,45.0,46.0,-0.71126,-0.21575,6,1,0
25-34,0,Professional certificate/ diploma,32.0,34.0,38.0,47.0,42.0,0.52975,0.40148,6,0,0
35-44,0,Left school at 16,28.0,40.0,38.0,41.0,44.0,0.19268,-0.21575,6,0,0
25-34,0,Masters degree,53.0,33.0,44.0,31.0,26.0,1.29221,1.92173,6,2,0
35-44,0,Professional certificate/ diploma,37.0,32.0,43.0,47.0,44.0,-1.37983,-2.07848,6,0,0
35-44,0,University degree,40.0,40.0,38.0,32.0,42.0,0.19268,0.40148,5,0,0
25-34,0,Masters degree,35.0,37.0,43.0,54.0,44.0,-1.37983,-0.52593,6,1,0
25-34,0,Professional certificate/ diploma,24.0,39.0,38.0,49.0,43.0,-0.71126,-0.52593,3,3,0
55-64,0,University degree,34.0,39.0,47.0,48.0,38.0,0.88113,-1.18084,6,0,0
35-44,0,College or university dropout,52.0,33.0,33.0,48.0,34.0,0.19268,-2.07848,6,0,0
35-44,1,Doctorate degree,52.0,39.0,52.0,36.0,39.0,-0.21712,-0.21575,5,0,3
35-44,0,Masters degree,26.0,41.0,49.0,41.0,46.0,-0.21712,-0.21575,6,2,0
45-54,0,Professional certificate/ diploma,21.0,35.0,34.0,44.0,53.0,-0.71126,0.07987000000000001,5,2,0
18-24,1,College or university dropout,31.0,47.0,50.0,39.0,33.0,0.52975,1.2247,5,6,2
25-34,0,College or university dropout,35.0,49.0,58.0,37.0,38.0,1.29221,1.2247,6,6,6
35-44,0,Professional certificate/ diploma,25.0,38.0,51.0,49.0,49.0,-1.37983,0.07987000000000001,4,4,1
18-24,0,University degree,42.0,41.0,38.0,45.0,38.0,0.52975,-0.52593,5,0,0
18-24,1,University degree,44.0,44.0,40.0,28.0,48.0,1.86203,1.92173,0,0,0
18-24,1,College or university dropout,24.0,51.0,48.0,50.0,45.0,-0.21712,-0.21575,6,5,0
18-24,0,College or university dropout,23.0,40.0,47.0,44.0,40.0,-0.71126,0.07987000000000001,6,6,0
18-24,0,College or university dropout,44.0,25.0,49.0,35.0,27.0,1.86203,1.2247,6,5,3
18-24,1,College or university dropout,54.0,33.0,46.0,35.0,32.0,-0.71126,-1.18084,6,6,6
18-24,1,College or university dropout,20.0,52.0,60.0,48.0,44.0,1.29221,1.2247,4,6,5
18-24,1,College or university dropout,43.0,43.0,41.0,33.0,38.0,1.86203,0.7654,5,6,6
35-44,0,University degree,30.0,43.0,58.0,40.0,41.0,0.88113,1.2247,6,2,5
18-24,0,College or university dropout,35.0,46.0,46.0,36.0,39.0,-0.21712,0.40148,2,6,0
18-24,1,Masters degree,31.0,42.0,52.0,42.0,47.0,-0.21712,0.07987000000000001,6,5,0
18-24,1,College or university dropout,47.0,28.0,46.0,36.0,34.0,0.19268,0.7654,5,3,6
25-34,1,Professional certificate/ diploma,33.0,45.0,48.0,41.0,43.0,1.86203,1.2247,6,6,0
25-34,1,College or university dropout,53.0,32.0,49.0,32.0,32.0,1.29221,1.2247,6,4,0
25-34,0,Masters degree,43.0,53.0,54.0,38.0,51.0,0.88113,1.92173,6,6,0
18-24,0,College or university dropout,53.0,23.0,51.0,38.0,34.0,-0.21712,-0.52593,6,6,3
18-24,1,College or university dropout,36.0,36.0,54.0,48.0,33.0,-0.71126,0.7654,6,6,4
18-24,0,College or university dropout,32.0,43.0,45.0,37.0,50.0,-0.21712,0.07987000000000001,6,4,0
18-24,1,College or university dropout,32.0,40.0,50.0,42.0,38.0,0.19268,1.2247,3,6,3
35-44,0,University degree,19.0,43.0,50.0,34.0,38.0,0.52975,0.07987000000000001,6,3,6
25-34,1,College or university dropout,45.0,39.0,56.0,44.0,44.0,0.52975,1.2247,6,3,2
35-44,0,College or university dropout,30.0,33.0,55.0,45.0,37.0,-0.21712,0.07987000000000001,5,4,3
18-24,0,College or university dropout,38.0,48.0,47.0,49.0,49.0,0.19268,-0.8463700000000001,5,6,0
18-24,1,University degree,29.0,49.0,55.0,52.0,49.0,-1.37983,0.07987000000000001,6,3,0
35-44,1,University degree,35.0,36.0,39.0,39.0,45.0,-1.37983,-2.07848,6,2,3
18-24,0,College or university dropout,31.0,45.0,56.0,49.0,31.0,1.29221,0.40148,5,6,0
18-24,1,College or university dropout,58.0,22.0,53.0,43.0,23.0,0.19268,-0.8463700000000001,6,6,0
25-34,1,College or university dropout,32.0,44.0,57.0,39.0,44.0,0.19268,0.7654,5,6,2
25-34,1,Masters degree,27.0,31.0,45.0,38.0,43.0,-0.21712,-0.21575,6,2,0
25-34,0,University degree,32.0,43.0,47.0,46.0,42.0,0.52975,0.40148,6,5,0
25-34,0,Masters degree,23.0,56.0,51.0,56.0,44.0,0.52975,1.92173,6,2,0
18-24,1,Left school at 16,41.0,34.0,39.0,38.0,40.0,0.52975,0.40148,6,3,0
18-24,0,College or university dropout,33.0,42.0,48.0,46.0,47.0,-0.21712,0.07987000000000001,5,3,0
35-44,0,Masters degree,26.0,52.0,52.0,40.0,53.0,-0.71126,0.07987000000000001,6,6,0
18-24,0,College or university dropout,24.0,54.0,29.0,33.0,31.0,1.86203,1.2247,6,4,0
35-44,1,University degree,27.0,46.0,50.0,49.0,49.0,0.52975,1.2247,6,5,0
18-24,1,University degree,20.0,47.0,51.0,41.0,50.0,-0.21712,0.40148,5,5,0
25-34,1,Professional certificate/ diploma,27.0,39.0,51.0,31.0,39.0,-0.21712,-0.21575,6,6,0
25-34,0,University degree,36.0,45.0,34.0,34.0,46.0,-0.71126,-0.52593,6,2,0
18-24,0,College or university dropout,40.0,31.0,43.0,49.0,41.0,0.88113,1.2247,6,2,0
35-44,1,University degree,29.0,38.0,44.0,42.0,50.0,-0.21712,0.07987000000000001,6,2,1
18-24,1,College or university dropout,44.0,46.0,45.0,41.0,40.0,1.29221,0.7654,6,5,0
18-24,0,College or university dropout,31.0,45.0,58.0,48.0,40.0,-1.37983,-0.8463700000000001,5,4,0
18-24,0,University degree,38.0,42.0,59.0,46.0,29.0,0.19268,-0.21575,6,5,5
35-44,1,College or university dropout,46.0,30.0,45.0,45.0,51.0,-0.71126,-0.8463700000000001,6,1,2
18-24,0,College or university dropout,40.0,36.0,53.0,46.0,34.0,0.19268,-0.52593,6,5,3
18-24,1,Professional certificate/ diploma,42.0,26.0,48.0,44.0,38.0,-0.71126,1.2247,6,5,0
18-24,1,Professional certificate/ diploma,27.0,42.0,55.0,41.0,39.0,1.29221,1.92173,5,6,0
18-24,1,College or university dropout,24.0,38.0,47.0,51.0,49.0,0.19268,-0.21575,6,6,0
18-24,0,University degree,29.0,45.0,53.0,54.0,44.0,-0.21712,-0.21575,6,6,6
25-34,0,University degree,53.0,34.0,54.0,32.0,33.0,0.88113,0.40148,0,2,0
18-24,1,University degree,50.0,39.0,46.0,54.0,33.0,0.52975,0.40148,6,4,6
35-44,1,University degree,48.0,32.0,52.0,44.0,37.0,-0.71126,0.40148,6,6,1
18-24,0,Professional certificate/ diploma,53.0,30.0,33.0,37.0,55.0,-1.37983,-1.18084,4,5,0
18-24,1,University degree,40.0,38.0,49.0,37.0,44.0,0.52975,0.40148,5,6,2
25-34,1,College or university dropout,15.0,42.0,51.0,57.0,42.0,1.29221,0.7654,6,6,0
45-54,1,University degree,48.0,31.0,49.0,37.0,42.0,-0.71126,0.07987000000000001,6,3,0
18-24,0,University degree,36.0,50.0,41.0,48.0,50.0,0.19268,-0.52593,6,2,0
18-24,0,University degree,37.0,40.0,43.0,38.0,47.0,0.19268,-0.21575,4,0,0
35-44,1,Professional certificate/ diploma,37.0,43.0,48.0,39.0,47.0,0.52975,0.40148,6,4,3
18-24,1,Professional certificate/ diploma,52.0,26.0,44.0,40.0,21.0,1.29221,1.2247,5,5,2
18-24,1,Left school at 18,30.0,59.0,58.0,39.0,48.0,1.86203,1.2247,6,4,3
35-44,1,Left school at 18,43.0,30.0,39.0,41.0,38.0,-0.71126,0.40148,0,6,0
35-44,0,Doctorate degree,32.0,37.0,54.0,44.0,30.0,0.52975,0.40148,4,3,2
18-24,1,Professional certificate/ diploma,38.0,44.0,33.0,36.0,35.0,0.88113,0.40148,6,3,3
18-24,1,Left school at 18,49.0,31.0,38.0,26.0,48.0,-1.37983,-0.21575,6,6,3
18-24,1,Left school at 18,44.0,47.0,56.0,51.0,44.0,0.88113,1.2247,5,5,0
45-54,1,College or university dropout,44.0,39.0,49.0,42.0,43.0,0.19268,-0.21575,6,6,0
18-24,1,University degree,43.0,27.0,52.0,40.0,26.0,-0.21712,0.40148,4,4,3
18-24,0,Left school at 18,47.0,33.0,44.0,45.0,39.0,-0.21712,-0.52593,6,6,2
18-24,0,College or university dropout,26.0,55.0,48.0,35.0,32.0,1.86203,0.7654,6,4,0
18-24,0,College or university dropout,19.0,33.0,47.0,43.0,37.0,0.19268,0.40148,6,6,0
18-24,0,University degree,40.0,36.0,39.0,42.0,51.0,-1.37983,-2.07848,6,0,0
55-64,1,University degree,52.0,24.0,38.0,35.0,40.0,0.88113,-0.8463700000000001,6,2,3
18-24,0,Left school at 18,30.0,44.0,54.0,48.0,43.0,0.19268,0.07987000000000001,6,6,3
18-24,1,College or university dropout,46.0,33.0,55.0,42.0,32.0,0.88113,0.40148,6,6,0
18-24,1,University degree,34.0,42.0,50.0,49.0,42.0,1.29221,0.7654,6,6,0
25-34,1,College or university dropout,21.0,44.0,50.0,43.0,46.0,0.88113,0.40148,6,4,0
18-24,1,Professional certificate/ diploma,40.0,41.0,44.0,37.0,45.0,0.88113,0.40148,6,3,0
18-24,1,College or university dropout,23.0,37.0,52.0,40.0,31.0,0.88113,0.40148,5,6,0
18-24,1,College or university dropout,31.0,28.0,49.0,36.0,43.0,-0.21712,-0.21575,5,3,3
18-24,0,College or university dropout,41.0,46.0,56.0,43.0,50.0,0.52975,0.07987000000000001,6,5,0
18-24,0,College or university dropout,26.0,45.0,56.0,35.0,24.0,-0.21712,0.7654,6,6,0
18-24,1,College or university dropout,44.0,32.0,50.0,48.0,33.0,0.88113,-0.52593,5,4,5
25-34,0,Masters degree,39.0,36.0,47.0,47.0,54.0,-0.21712,0.07987000000000001,5,0,0
18-24,1,College or university dropout,44.0,44.0,40.0,36.0,31.0,1.29221,0.7654,6,6,5
35-44,0,University degree,35.0,33.0,48.0,50.0,35.0,0.88113,-0.21575,6,6,0
18-24,0,Left school at 16,37.0,38.0,46.0,31.0,25.0,1.29221,0.40148,6,6,0
18-24,1,Left school at 18,38.0,27.0,49.0,46.0,31.0,-1.37983,-0.8463700000000001,5,4,4
18-24,0,College or university dropout,50.0,44.0,53.0,33.0,33.0,0.88113,0.7654,5,6,3
18-24,1,College or university dropout,40.0,50.0,53.0,46.0,40.0,0.52975,1.2247,6,5,5
25-34,0,Professional certificate/ diploma,57.0,41.0,47.0,35.0,30.0,1.86203,1.92173,6,5,6
